"","seeing","sex","area_council","urban_rural","age","population"
"1016","Yes, lots of difficulty","Male","central pentecost 2",2,67,8
"1017","Yes, some difficulty","Male","central pentecost 2",2,68,6
"1018","Yes, some difficulty","Male","central pentecost 2",2,69,4
"1019","No, no difficulty","Male","central pentecost 2",2,70,8
"1020","Yes, some difficulty","Male","central pentecost 2",2,71,5
"1021","Yes, some difficulty","Male","central pentecost 2",2,72,6
"1022","Yes, some difficulty","Male","central pentecost 2",2,73,5
"1023","No, no difficulty","Male","central pentecost 2",2,74,2
"1024","Yes, some difficulty","Male","central pentecost 2",2,75,7
"1025","No, no difficulty","Male","central pentecost 2",2,76,6
"1026","Yes, lots of difficulty","Male","central pentecost 2",2,77,3
"1027","Yes, lots of difficulty","Male","central pentecost 2",2,78,6
"1028","No, no difficulty","Male","central pentecost 2",2,79,1
"1029","Yes, some difficulty","Male","central pentecost 2",2,80,6
"1030","No, no difficulty","Male","central pentecost 2",2,81,1
"1031","Yes, lots of difficulty","Male","central pentecost 2",2,82,1
"1032","Yes, some difficulty","Male","central pentecost 2",2,85,1
"1033","Yes, lots of difficulty","Male","central pentecost 2",2,86,1
"1034","Yes, some difficulty","Male","central pentecost 2",2,87,1
"1035","Yes, some difficulty","Male","central pentecost 2",2,90,2
"1036","Yes, lots of difficulty","Male","central pentecost 2",2,91,1
"1037","Yes, lots of difficulty","Male","central pentecost 2",2,95,2
"1038","Yes, some difficulty","Male","central pentecost 2",2,100,1
"1039","Yes, lots of difficulty","Male","central pentecost 2",2,101,1
"1040","Yes, lots of difficulty","Male","central pentecost 2",2,105,1
"1041",NA,NA,"east ambae",2,NA,NA
"1042",NA,"Female","east ambae",2,0,28
"1043",NA,"Female","east ambae",2,1,26
"1044",NA,"Female","east ambae",2,2,20
"1045",NA,"Female","east ambae",2,3,20
"1046",NA,"Female","east ambae",2,4,30
"1047",NA,"Female","east ambae",2,5,23
"1048",NA,"Female","east ambae",2,6,25
"1049","No, no difficulty","Female","east ambae",2,7,29
"1050","No, no difficulty","Female","east ambae",2,8,25
"1051",NA,"Female","east ambae",2,9,23
"1052","No, no difficulty","Female","east ambae",2,10,29
"1053","No, no difficulty","Female","east ambae",2,11,24
"1054","No, no difficulty","Female","east ambae",2,12,24
"1055","No, no difficulty","Female","east ambae",2,13,18
"1056","No, no difficulty","Female","east ambae",2,14,25
"1057","No, no difficulty","Female","east ambae",2,15,25
"1058","No, no difficulty","Female","east ambae",2,16,27
"1059","No, no difficulty","Female","east ambae",2,17,14
"1060","No, no difficulty","Female","east ambae",2,18,9
"1061","No, no difficulty","Female","east ambae",2,19,8
"1062","No, no difficulty","Female","east ambae",2,20,15
"1063","No, no difficulty","Female","east ambae",2,21,17
"1064","No, no difficulty","Female","east ambae",2,22,9
"1065","No, no difficulty","Female","east ambae",2,23,12
"1066","No, no difficulty","Female","east ambae",2,24,19
"1067","No, no difficulty","Female","east ambae",2,25,13
"1068","No, no difficulty","Female","east ambae",2,26,19
"1069","No, no difficulty","Female","east ambae",2,27,14
"1070","Yes, some difficulty","Female","east ambae",2,28,12
"1071","No, no difficulty","Female","east ambae",2,29,18
"1072","No, no difficulty","Female","east ambae",2,30,20
"1073","No, no difficulty","Female","east ambae",2,31,14
"1074","No, no difficulty","Female","east ambae",2,32,16
"1075","No, no difficulty","Female","east ambae",2,33,20
"1076","No, no difficulty","Female","east ambae",2,34,12
"1077","No, no difficulty","Female","east ambae",2,35,13
"1078","No, no difficulty","Female","east ambae",2,36,9
"1079","No, no difficulty","Female","east ambae",2,37,10
"1080","No, no difficulty","Female","east ambae",2,38,8
"1081","Yes, some difficulty","Female","east ambae",2,39,10
"1082","No, no difficulty","Female","east ambae",2,40,11
"1083","No, no difficulty","Female","east ambae",2,41,11
"1084","No, no difficulty","Female","east ambae",2,42,10
"1085","No, no difficulty","Female","east ambae",2,43,9
"1086","No, no difficulty","Female","east ambae",2,44,11
"1087","No, no difficulty","Female","east ambae",2,45,18
"1088","No, no difficulty","Female","east ambae",2,46,5
"1089","No, no difficulty","Female","east ambae",2,47,4
"1090","No, no difficulty","Female","east ambae",2,48,12
"1091","No, no difficulty","Female","east ambae",2,49,4
"1092","No, no difficulty","Female","east ambae",2,50,11
"1093","No, no difficulty","Female","east ambae",2,51,8
"1094","Yes, some difficulty","Female","east ambae",2,52,15
"1095","Yes, some difficulty","Female","east ambae",2,53,9
"1096","Yes, some difficulty","Female","east ambae",2,54,7
"1097","Yes, some difficulty","Female","east ambae",2,55,9
"1098","Yes, some difficulty","Female","east ambae",2,56,11
"1099","Yes, some difficulty","Female","east ambae",2,57,10
"1100","No, no difficulty","Female","east ambae",2,58,12
"1101","No, no difficulty","Female","east ambae",2,59,6
"1102","No, no difficulty","Female","east ambae",2,60,8
"1103","No, no difficulty","Female","east ambae",2,61,3
"1104","Yes, lots of difficulty","Female","east ambae",2,62,2
"1105","No, no difficulty","Female","east ambae",2,63,6
"1106","Yes, lots of difficulty","Female","east ambae",2,64,8
"1107","No, no difficulty","Female","east ambae",2,65,2
"1108","No, no difficulty","Female","east ambae",2,66,3
"1109","Yes, some difficulty","Female","east ambae",2,67,6
"1110","Yes, lots of difficulty","Female","east ambae",2,68,2
"1111","No, no difficulty","Female","east ambae",2,69,2
"1112","Yes, some difficulty","Female","east ambae",2,70,4
"1113","No, no difficulty","Female","east ambae",2,71,3
"1114","No, no difficulty","Female","east ambae",2,72,5
"1115","Yes, some difficulty","Female","east ambae",2,73,1
"1116","No, no difficulty","Female","east ambae",2,74,5
"1117","Yes, some difficulty","Female","east ambae",2,75,1
"1118","No, no difficulty","Female","east ambae",2,76,4
"1119","Yes, lots of difficulty","Female","east ambae",2,77,1
"1120","Yes, some difficulty","Female","east ambae",2,78,3
"1121","Yes, some difficulty","Female","east ambae",2,80,2
"1122","Yes, lots of difficulty","Female","east ambae",2,81,1
"1123","Yes, some difficulty","Female","east ambae",2,82,4
"1124","No, no difficulty","Female","east ambae",2,83,1
"1125","Yes, some difficulty","Female","east ambae",2,85,1
"1126","No, no difficulty","Female","east ambae",2,89,1
"1127","Yes, lots of difficulty","Female","east ambae",2,92,2
"1128","Yes, lots of difficulty","Female","east ambae",2,93,1
"1129",NA,"Male","east ambae",2,0,18
"1130",NA,"Male","east ambae",2,1,28
"1131",NA,"Male","east ambae",2,2,27
"1132",NA,"Male","east ambae",2,3,32
"1133",NA,"Male","east ambae",2,4,33
"1134","No, no difficulty","Male","east ambae",2,5,32
"1135","No, no difficulty","Male","east ambae",2,6,26
"1136","No, no difficulty","Male","east ambae",2,7,27
"1137","No, no difficulty","Male","east ambae",2,8,31
"1138","No, no difficulty","Male","east ambae",2,9,20
"1139",NA,"Male","east ambae",2,10,33
"1140","No, no difficulty","Male","east ambae",2,11,43
"1141","No, no difficulty","Male","east ambae",2,12,20
"1142","No, no difficulty","Male","east ambae",2,13,31
"1143","No, no difficulty","Male","east ambae",2,14,29
"1144","No, no difficulty","Male","east ambae",2,15,19
"1145","No, no difficulty","Male","east ambae",2,16,31
"1146","No, no difficulty","Male","east ambae",2,17,16
"1147",NA,"Male","east ambae",2,18,19
"1148","No, no difficulty","Male","east ambae",2,19,13
"1149","No, no difficulty","Male","east ambae",2,20,22
"1150","No, no difficulty","Male","east ambae",2,21,10
"1151","No, no difficulty","Male","east ambae",2,22,12
"1152","No, no difficulty","Male","east ambae",2,23,10
"1153","No, no difficulty","Male","east ambae",2,24,15
"1154","No, no difficulty","Male","east ambae",2,25,18
"1155","No, no difficulty","Male","east ambae",2,26,16
"1156","No, no difficulty","Male","east ambae",2,27,6
"1157","No, no difficulty","Male","east ambae",2,28,9
"1158","No, no difficulty","Male","east ambae",2,29,21
"1159","No, no difficulty","Male","east ambae",2,30,21
"1160","No, no difficulty","Male","east ambae",2,31,16
"1161","No, no difficulty","Male","east ambae",2,32,13
"1162","No, no difficulty","Male","east ambae",2,33,14
"1163","No, no difficulty","Male","east ambae",2,34,23
"1164","No, no difficulty","Male","east ambae",2,35,23
"1165","No, no difficulty","Male","east ambae",2,36,12
"1166","No, no difficulty","Male","east ambae",2,37,10
"1167","No, no difficulty","Male","east ambae",2,38,6
"1168","Yes, lots of difficulty","Male","east ambae",2,39,10
"1169","No, no difficulty","Male","east ambae",2,40,11
"1170","No, no difficulty","Male","east ambae",2,41,11
"1171","No, no difficulty","Male","east ambae",2,42,18
"1172","Yes, some difficulty","Male","east ambae",2,43,11
"1173","No, no difficulty","Male","east ambae",2,44,11
"1174","No, no difficulty","Male","east ambae",2,45,15
"1175","No, no difficulty","Male","east ambae",2,46,12
"1176","No, no difficulty","Male","east ambae",2,47,11
"1177","No, no difficulty","Male","east ambae",2,48,14
"1178","No, no difficulty","Male","east ambae",2,49,7
"1179","No, no difficulty","Male","east ambae",2,50,12
"1180","No, no difficulty","Male","east ambae",2,51,14
"1181","No, no difficulty","Male","east ambae",2,52,7
"1182","Yes, some difficulty","Male","east ambae",2,53,6
"1183","Yes, some difficulty","Male","east ambae",2,54,7
"1184","Yes, some difficulty","Male","east ambae",2,55,5
"1185","No, no difficulty","Male","east ambae",2,56,12
"1186","No, no difficulty","Male","east ambae",2,57,12
"1187","Yes, some difficulty","Male","east ambae",2,58,12
"1188","No, no difficulty","Male","east ambae",2,59,8
"1189","Yes, some difficulty","Male","east ambae",2,60,8
"1190","No, no difficulty","Male","east ambae",2,61,3
"1191","Yes, some difficulty","Male","east ambae",2,62,6
"1192","No, no difficulty","Male","east ambae",2,63,4
"1193","Yes, lots of difficulty","Male","east ambae",2,64,5
"1194","Yes, some difficulty","Male","east ambae",2,65,1
"1195","Yes, lots of difficulty","Male","east ambae",2,66,3
"1196","Yes, some difficulty","Male","east ambae",2,67,4
"1197","Yes, some difficulty","Male","east ambae",2,68,8
"1198","No, no difficulty","Male","east ambae",2,69,2
"1199","Yes, some difficulty","Male","east ambae",2,71,3
"1200","Yes, some difficulty","Male","east ambae",2,72,2
"1201","Yes, some difficulty","Male","east ambae",2,73,4
"1202","No, no difficulty","Male","east ambae",2,74,4
"1203","Yes, some difficulty","Male","east ambae",2,75,4
"1204","No, no difficulty","Male","east ambae",2,78,1
"1205","Yes, lots of difficulty","Male","east ambae",2,79,3
"1206","No, no difficulty","Male","east ambae",2,80,2
"1207","Yes, some difficulty","Male","east ambae",2,82,2
"1208","Yes, some difficulty","Male","east ambae",2,84,1
"1209","Yes, lots of difficulty","Male","east ambae",2,86,1
"1210","No, no difficulty","Male","east ambae",2,88,3
"1211","Yes, lots of difficulty","Male","east ambae",2,90,1
"1212","Yes, lots of difficulty","Male","east ambae",2,92,1
"1213",NA,"Female","east malo",2,0,32
"1214",NA,"Female","east malo",2,1,25
"1215",NA,"Female","east malo",2,2,21
"1216",NA,"Female","east malo",2,3,31
"1217",NA,"Female","east malo",2,4,22
"1218","No, no difficulty","Female","east malo",2,5,26
"1219","No, no difficulty","Female","east malo",2,6,38
"1220","No, no difficulty","Female","east malo",2,7,17
"1221","No, no difficulty","Female","east malo",2,8,36
"1222","No, no difficulty","Female","east malo",2,9,29
"1223","No, no difficulty","Female","east malo",2,10,22
"1224","No, no difficulty","Female","east malo",2,11,29
"1225","No, no difficulty","Female","east malo",2,12,25
"1226","No, no difficulty","Female","east malo",2,13,33
"1227","No, no difficulty","Female","east malo",2,14,31
"1228",NA,"Female","east malo",2,15,25
"1229","No, no difficulty","Female","east malo",2,16,16
"1230","No, no difficulty","Female","east malo",2,17,13
"1231","No, no difficulty","Female","east malo",2,18,13
"1232","No, no difficulty","Female","east malo",2,19,8
"1233","No, no difficulty","Female","east malo",2,20,7
"1234","No, no difficulty","Female","east malo",2,21,15
"1235","No, no difficulty","Female","east malo",2,22,15
"1236","No, no difficulty","Female","east malo",2,23,18
"1237","No, no difficulty","Female","east malo",2,24,12
"1238","No, no difficulty","Female","east malo",2,25,12
"1239","No, no difficulty","Female","east malo",2,26,14
"1240","No, no difficulty","Female","east malo",2,27,14
"1241","No, no difficulty","Female","east malo",2,28,24
"1242","No, no difficulty","Female","east malo",2,29,13
"1243","No, no difficulty","Female","east malo",2,30,13
"1244","No, no difficulty","Female","east malo",2,31,10
"1245","No, no difficulty","Female","east malo",2,32,15
"1246","No, no difficulty","Female","east malo",2,33,14
"1247","No, no difficulty","Female","east malo",2,34,18
"1248","No, no difficulty","Female","east malo",2,35,10
"1249","No, no difficulty","Female","east malo",2,36,17
"1250","No, no difficulty","Female","east malo",2,37,12
"1251","No, no difficulty","Female","east malo",2,38,11
"1252","No, no difficulty","Female","east malo",2,39,10
"1253","No, no difficulty","Female","east malo",2,40,15
"1254","No, no difficulty","Female","east malo",2,41,13
"1255","No, no difficulty","Female","east malo",2,42,11
"1256","No, no difficulty","Female","east malo",2,43,9
"1257","No, no difficulty","Female","east malo",2,44,7
"1258","No, no difficulty","Female","east malo",2,45,7
"1259","Yes, some difficulty","Female","east malo",2,46,11
"1260","No, no difficulty","Female","east malo",2,47,10
"1261","No, no difficulty","Female","east malo",2,48,4
"1262","Yes, lots of difficulty","Female","east malo",2,49,5
"1263","Yes, some difficulty","Female","east malo",2,50,8
"1264","Yes, some difficulty","Female","east malo",2,51,9
"1265","No, no difficulty","Female","east malo",2,52,11
"1266","No, no difficulty","Female","east malo",2,53,5
"1267","No, no difficulty","Female","east malo",2,54,4
"1268","No, no difficulty","Female","east malo",2,55,5
"1269","Yes, lots of difficulty","Female","east malo",2,56,10
"1270","No, no difficulty","Female","east malo",2,57,5
"1271","Yes, some difficulty","Female","east malo",2,58,5
"1272","Yes, some difficulty","Female","east malo",2,59,6
"1273","Yes, some difficulty","Female","east malo",2,60,5
"1274","No, no difficulty","Female","east malo",2,61,5
"1275","No, no difficulty","Female","east malo",2,62,2
"1276","Yes, lots of difficulty","Female","east malo",2,63,3
"1277","Yes, some difficulty","Female","east malo",2,64,7
"1278","Yes, lots of difficulty","Female","east malo",2,65,5
"1279","Yes, some difficulty","Female","east malo",2,66,8
"1280","Yes, some difficulty","Female","east malo",2,67,2
"1281","Yes, lots of difficulty","Female","east malo",2,68,9
"1282","No, no difficulty","Female","east malo",2,69,4
"1283","Yes, some difficulty","Female","east malo",2,70,2
"1284","Yes, some difficulty","Female","east malo",2,71,2
"1285","No, no difficulty","Female","east malo",2,72,3
"1286","Yes, some difficulty","Female","east malo",2,73,1
"1287","Yes, some difficulty","Female","east malo",2,75,3
"1288","No, no difficulty","Female","east malo",2,78,2
"1289","Yes, lots of difficulty","Female","east malo",2,80,1
"1290","Yes, some difficulty","Female","east malo",2,87,1
"1291","Yes, some difficulty","Female","east malo",2,88,1
"1292",NA,"Male","east malo",2,0,34
"1293",NA,"Male","east malo",2,1,28
"1294",NA,"Male","east malo",2,2,20
"1295",NA,"Male","east malo",2,3,33
"1296",NA,"Male","east malo",2,4,32
"1297","No, no difficulty","Male","east malo",2,5,33
"1298","No, no difficulty","Male","east malo",2,6,30
"1299","No, no difficulty","Male","east malo",2,7,29
"1300","No, no difficulty","Male","east malo",2,8,33
"1301","No, no difficulty","Male","east malo",2,9,28
"1302","No, no difficulty","Male","east malo",2,10,27
"1303","No, no difficulty","Male","east malo",2,11,35
"1304","No, no difficulty","Male","east malo",2,12,28
"1305","No, no difficulty","Male","east malo",2,13,25
"1306","No, no difficulty","Male","east malo",2,14,26
"1307","No, no difficulty","Male","east malo",2,15,32
"1308","No, no difficulty","Male","east malo",2,16,33
"1309","No, no difficulty","Male","east malo",2,17,25
"1310","No, no difficulty","Male","east malo",2,18,21
"1311","No, no difficulty","Male","east malo",2,19,17
"1312","No, no difficulty","Male","east malo",2,20,19
"1313","No, no difficulty","Male","east malo",2,21,21
"1314","No, no difficulty","Male","east malo",2,22,15
"1315","No, no difficulty","Male","east malo",2,23,15
"1316","No, no difficulty","Male","east malo",2,24,16
"1317","No, no difficulty","Male","east malo",2,25,17
"1318","No, no difficulty","Male","east malo",2,26,8
"1319","No, no difficulty","Male","east malo",2,27,15
"1320","No, no difficulty","Male","east malo",2,28,13
"1321","No, no difficulty","Male","east malo",2,29,15
"1322","No, no difficulty","Male","east malo",2,30,13
"1323","No, no difficulty","Male","east malo",2,31,11
"1324","No, no difficulty","Male","east malo",2,32,18
"1325","No, no difficulty","Male","east malo",2,33,8
"1326","No, no difficulty","Male","east malo",2,34,15
"1327","No, no difficulty","Male","east malo",2,35,5
"1328","No, no difficulty","Male","east malo",2,36,13
"1329","No, no difficulty","Male","east malo",2,37,9
"1330","No, no difficulty","Male","east malo",2,38,14
"1331","No, no difficulty","Male","east malo",2,39,11
"1332","No, no difficulty","Male","east malo",2,40,15
"1333","No, no difficulty","Male","east malo",2,41,8
"1334","No, no difficulty","Male","east malo",2,42,9
"1335","Yes, some difficulty","Male","east malo",2,43,11
"1336","No, no difficulty","Male","east malo",2,44,15
"1337","No, no difficulty","Male","east malo",2,45,9
"1338","No, no difficulty","Male","east malo",2,46,12
"1339","No, no difficulty","Male","east malo",2,47,7
"1340","No, no difficulty","Male","east malo",2,48,12
"1341","No, no difficulty","Male","east malo",2,49,4
"1342","No, no difficulty","Male","east malo",2,50,2
"1343","No, no difficulty","Male","east malo",2,51,9
"1344","No, no difficulty","Male","east malo",2,52,7
"1345","No, no difficulty","Male","east malo",2,53,6
"1346","Yes, some difficulty","Male","east malo",2,54,12
"1347","Yes, some difficulty","Male","east malo",2,55,9
"1348","Yes, lots of difficulty","Male","east malo",2,56,10
"1349","Yes, some difficulty","Male","east malo",2,57,8
"1350","No, no difficulty","Male","east malo",2,58,4
"1351","Yes, some difficulty","Male","east malo",2,59,6
"1352","Yes, lots of difficulty","Male","east malo",2,60,4
"1353","No, no difficulty","Male","east malo",2,61,7
"1354","Yes, lots of difficulty","Male","east malo",2,62,7
"1355","Yes, some difficulty","Male","east malo",2,63,4
"1356","Yes, some difficulty","Male","east malo",2,64,1
"1357","Yes, lots of difficulty","Male","east malo",2,65,5
"1358","Yes, some difficulty","Male","east malo",2,66,5
"1359","No, no difficulty","Male","east malo",2,67,6
"1360","No, no difficulty","Male","east malo",2,68,10
"1361","Yes, some difficulty","Male","east malo",2,69,2
"1362","No, no difficulty","Male","east malo",2,70,1
"1363","No, no difficulty","Male","east malo",2,72,5
"1364","No, no difficulty","Male","east malo",2,73,2
"1365","No, no difficulty","Male","east malo",2,74,2
"1366","Yes, some difficulty","Male","east malo",2,78,4
"1367","Yes, lots of difficulty","Male","east malo",2,80,4
"1368","Yes, lots of difficulty","Male","east malo",2,81,1
"1369","Yes, lots of difficulty","Male","east malo",2,84,3
"1370","Yes, some difficulty","Male","east malo",2,87,1
"1371","Yes, lots of difficulty","Male","east malo",2,88,3
"1372","Yes, some difficulty","Male","east malo",2,89,1
"1373","No, no difficulty","Male","east malo",2,90,2
"1374","Yes, some difficulty","Male","east malo",2,92,1
"1375","Yes, lots of difficulty","Male","east malo",2,94,1
"1376",NA,NA,"east santo",2,NA,NA
"1377",NA,"Female","east santo",2,0,82
"1378",NA,"Female","east santo",2,1,77
"1379",NA,"Female","east santo",2,2,72
"1380",NA,"Female","east santo",2,3,80
"1381",NA,"Female","east santo",2,4,84
"1382","No, no difficulty","Female","east santo",2,5,72
"1383","No, no difficulty","Female","east santo",2,6,100
"1384","No, no difficulty","Female","east santo",2,7,61
"1385","No, no difficulty","Female","east santo",2,8,64
"1386","No, no difficulty","Female","east santo",2,9,65
"1387","No, no difficulty","Female","east santo",2,10,99
"1388","No, no difficulty","Female","east santo",2,11,67
"1389","No, no difficulty","Female","east santo",2,12,58
"1390","No, no difficulty","Female","east santo",2,13,50
"1391","No, no difficulty","Female","east santo",2,14,56
"1392","No, no difficulty","Female","east santo",2,15,52
"1393","No, no difficulty","Female","east santo",2,16,172
"1394","No, no difficulty","Female","east santo",2,17,42
"1395","No, no difficulty","Female","east santo",2,18,41
"1396","No, no difficulty","Female","east santo",2,19,40
"1397","No, no difficulty","Female","east santo",2,20,55
"1398","No, no difficulty","Female","east santo",2,21,36
"1399","No, no difficulty","Female","east santo",2,22,54
"1400","No, no difficulty","Female","east santo",2,23,49
"1401","No, no difficulty","Female","east santo",2,24,46
"1402","No, no difficulty","Female","east santo",2,25,69
"1403","No, no difficulty","Female","east santo",2,26,56
"1404","No, no difficulty","Female","east santo",2,27,58
"1405","No, no difficulty","Female","east santo",2,28,37
"1406","No, no difficulty","Female","east santo",2,29,52
"1407","No, no difficulty","Female","east santo",2,30,44
"1408","No, no difficulty","Female","east santo",2,31,37
"1409","No, no difficulty","Female","east santo",2,32,34
"1410","No, no difficulty","Female","east santo",2,33,41
"1411","No, no difficulty","Female","east santo",2,34,47
"1412","No, no difficulty","Female","east santo",2,35,43
"1413","No, no difficulty","Female","east santo",2,36,34
"1414","No, no difficulty","Female","east santo",2,37,29
"1415","No, no difficulty","Female","east santo",2,38,35
"1416","No, no difficulty","Female","east santo",2,39,22
"1417","No, no difficulty","Female","east santo",2,40,39
"1418","No, no difficulty","Female","east santo",2,41,33
"1419","No, no difficulty","Female","east santo",2,42,27
"1420","No, no difficulty","Female","east santo",2,43,25
"1421","No, no difficulty","Female","east santo",2,44,17
"1422","No, no difficulty","Female","east santo",2,45,36
"1423","No, no difficulty","Female","east santo",2,46,28
"1424","Yes, some difficulty","Female","east santo",2,47,30
"1425","Yes, some difficulty","Female","east santo",2,48,23
"1426","No, no difficulty","Female","east santo",2,49,26
"1427","Yes, some difficulty","Female","east santo",2,50,25
"1428","No, no difficulty","Female","east santo",2,51,34
"1429","Yes, some difficulty","Female","east santo",2,52,27
"1430","No, no difficulty","Female","east santo",2,53,15
"1431","Yes, some difficulty","Female","east santo",2,54,21
"1432","No, no difficulty","Female","east santo",2,55,21
"1433","No, no difficulty","Female","east santo",2,56,24
"1434","Yes, lots of difficulty","Female","east santo",2,57,22
"1435","No, no difficulty","Female","east santo",2,58,16
"1436","No, no difficulty","Female","east santo",2,59,12
"1437","Yes, some difficulty","Female","east santo",2,60,19
"1438","Yes, some difficulty","Female","east santo",2,61,12
"1439","No, no difficulty","Female","east santo",2,62,11
"1440","Yes, some difficulty","Female","east santo",2,63,6
"1441","Yes, some difficulty","Female","east santo",2,64,13
"1442","No, no difficulty","Female","east santo",2,65,7
"1443","No, no difficulty","Female","east santo",2,66,6
"1444","No, no difficulty","Female","east santo",2,67,12
"1445","No, no difficulty","Female","east santo",2,68,16
"1446","No, no difficulty","Female","east santo",2,69,4
"1447","No, no difficulty","Female","east santo",2,70,8
"1448","Yes, lots of difficulty","Female","east santo",2,71,6
"1449","Yes, some difficulty","Female","east santo",2,72,5
"1450","No, no difficulty","Female","east santo",2,73,7
"1451","No, no difficulty","Female","east santo",2,74,6
"1452","Yes, some difficulty","Female","east santo",2,75,8
"1453","Yes, some difficulty","Female","east santo",2,76,3
"1454","Yes, some difficulty","Female","east santo",2,77,1
"1455","Yes, some difficulty","Female","east santo",2,78,7
"1456","No, no difficulty","Female","east santo",2,79,1
"1457","Yes, lots of difficulty","Female","east santo",2,80,5
"1458","No, no difficulty","Female","east santo",2,81,3
"1459","Yes, some difficulty","Female","east santo",2,82,1
"1460","Yes, some difficulty","Female","east santo",2,84,1
"1461","Yes, some difficulty","Female","east santo",2,88,2
"1462","Yes, some difficulty","Female","east santo",2,89,1
"1463","Yes, lots of difficulty","Female","east santo",2,90,3
"1464","No, no difficulty","Female","east santo",2,92,1
"1465","Yes, some difficulty","Female","east santo",2,95,1
"1466","Yes, some difficulty","Female","east santo",2,96,1
"1467","No, no difficulty","Female","east santo",2,99,1
"1468","Yes, lots of difficulty","Female","east santo",2,100,1
"1469",NA,"Male","east santo",2,0,89
"1470",NA,"Male","east santo",2,1,86
"1471",NA,"Male","east santo",2,2,92
"1472",NA,"Male","east santo",2,3,80
"1473",NA,"Male","east santo",2,4,102
"1474","No, no difficulty","Male","east santo",2,5,85
"1475","No, no difficulty","Male","east santo",2,6,86
"1476","No, no difficulty","Male","east santo",2,7,92
"1477","No, no difficulty","Male","east santo",2,8,94
"1478","No, no difficulty","Male","east santo",2,9,72
"1479","No, no difficulty","Male","east santo",2,10,104
"1480","No, no difficulty","Male","east santo",2,11,65
"1481","No, no difficulty","Male","east santo",2,12,68
"1482","No, no difficulty","Male","east santo",2,13,64
"1483","No, no difficulty","Male","east santo",2,14,58
"1484","No, no difficulty","Male","east santo",2,15,55
"1485",NA,"Male","east santo",2,16,208
"1486","No, no difficulty","Male","east santo",2,17,43
"1487","No, no difficulty","Male","east santo",2,18,52
"1488","No, no difficulty","Male","east santo",2,19,50
"1489","No, no difficulty","Male","east santo",2,20,63
"1490","No, no difficulty","Male","east santo",2,21,49
"1491","No, no difficulty","Male","east santo",2,22,50
"1492","No, no difficulty","Male","east santo",2,23,38
"1493","No, no difficulty","Male","east santo",2,24,48
"1494","No, no difficulty","Male","east santo",2,25,56
"1495","No, no difficulty","Male","east santo",2,26,47
"1496","No, no difficulty","Male","east santo",2,27,47
"1497","No, no difficulty","Male","east santo",2,28,48
"1498","No, no difficulty","Male","east santo",2,29,34
"1499","No, no difficulty","Male","east santo",2,30,48
"1500","No, no difficulty","Male","east santo",2,31,41
"1501","No, no difficulty","Male","east santo",2,32,35
"1502","No, no difficulty","Male","east santo",2,33,52
"1503","No, no difficulty","Male","east santo",2,34,42
"1504","No, no difficulty","Male","east santo",2,35,38
"1505","No, no difficulty","Male","east santo",2,36,26
"1506","No, no difficulty","Male","east santo",2,37,31
"1507","No, no difficulty","Male","east santo",2,38,32
"1508","No, no difficulty","Male","east santo",2,39,31
"1509","No, no difficulty","Male","east santo",2,40,39
"1510","No, no difficulty","Male","east santo",2,41,26
"1511","No, no difficulty","Male","east santo",2,42,27
"1512","No, no difficulty","Male","east santo",2,43,27
"1513","No, no difficulty","Male","east santo",2,44,22
"1514","No, no difficulty","Male","east santo",2,45,37
"1515","No, no difficulty","Male","east santo",2,46,26
"1516","No, no difficulty","Male","east santo",2,47,20
"1517","Yes, some difficulty","Male","east santo",2,48,39
"1518","No, no difficulty","Male","east santo",2,49,21
"1519","No, no difficulty","Male","east santo",2,50,30
"1520","Yes, some difficulty","Male","east santo",2,51,20
"1521","Yes, some difficulty","Male","east santo",2,52,26
"1522","Yes, some difficulty","Male","east santo",2,53,23
"1523","No, no difficulty","Male","east santo",2,54,20
"1524","No, no difficulty","Male","east santo",2,55,22
"1525","No, no difficulty","Male","east santo",2,56,22
"1526","Yes, some difficulty","Male","east santo",2,57,20
"1527","No, no difficulty","Male","east santo",2,58,19
"1528","No, no difficulty","Male","east santo",2,59,20
"1529","No, no difficulty","Male","east santo",2,60,25
"1530","No, no difficulty","Male","east santo",2,61,15
"1531","No, no difficulty","Male","east santo",2,62,10
"1532","Yes, some difficulty","Male","east santo",2,63,11
"1533","Yes, lots of difficulty","Male","east santo",2,64,12
"1534","No, no difficulty","Male","east santo",2,65,8
"1535","Yes, some difficulty","Male","east santo",2,66,9
"1536","Yes, some difficulty","Male","east santo",2,67,5
"1537","Yes, lots of difficulty","Male","east santo",2,68,9
"1538","Yes, lots of difficulty","Male","east santo",2,69,5
"1539","No, no difficulty","Male","east santo",2,70,4
"1540","No, no difficulty","Male","east santo",2,71,7
"1541","Yes, some difficulty","Male","east santo",2,72,16
"1542","Yes, some difficulty","Male","east santo",2,73,5
"1543","Yes, some difficulty","Male","east santo",2,74,2
"1544","No, no difficulty","Male","east santo",2,75,8
"1545","No, no difficulty","Male","east santo",2,76,6
"1546","No, no difficulty","Male","east santo",2,77,4
"1547","No, no difficulty","Male","east santo",2,78,10
"1548","Yes, some difficulty","Male","east santo",2,79,6
"1549","No, no difficulty","Male","east santo",2,80,2
"1550","No, no difficulty","Male","east santo",2,81,3
"1551","No, no difficulty","Male","east santo",2,82,3
"1552","Yes, some difficulty","Male","east santo",2,83,2
"1553","Yes, some difficulty","Male","east santo",2,84,1
