"","seeing","sex","area_council","urban_rural","age","population"
"534","No, no difficulty","Female","central malekula",2,55,23
"535","No, no difficulty","Female","central malekula",2,56,27
"536","No, no difficulty","Female","central malekula",2,57,20
"537","No, no difficulty","Female","central malekula",2,58,25
"538","Yes, some difficulty","Female","central malekula",2,59,13
"539","No, no difficulty","Female","central malekula",2,60,17
"540","No, no difficulty","Female","central malekula",2,61,15
"541","No, no difficulty","Female","central malekula",2,62,14
"542","No, no difficulty","Female","central malekula",2,63,13
"543","Yes, some difficulty","Female","central malekula",2,64,11
"544","Yes, some difficulty","Female","central malekula",2,65,17
"545","No, no difficulty","Female","central malekula",2,66,12
"546","No, no difficulty","Female","central malekula",2,67,19
"547","Yes, some difficulty","Female","central malekula",2,68,21
"548","Yes, lots of difficulty","Female","central malekula",2,69,11
"549","Yes, some difficulty","Female","central malekula",2,70,8
"550","No, no difficulty","Female","central malekula",2,71,11
"551","Yes, some difficulty","Female","central malekula",2,72,14
"552","Yes, some difficulty","Female","central malekula",2,73,3
"553","No, no difficulty","Female","central malekula",2,74,3
"554","Yes, lots of difficulty","Female","central malekula",2,75,10
"555","No, no difficulty","Female","central malekula",2,76,4
"556","No, no difficulty","Female","central malekula",2,78,3
"557","Yes, some difficulty","Female","central malekula",2,80,2
"558","Yes, some difficulty","Female","central malekula",2,81,6
"559","Yes, some difficulty","Female","central malekula",2,82,1
"560","No, no difficulty","Female","central malekula",2,83,3
"561","Yes, lots of difficulty","Female","central malekula",2,85,1
"562","Yes, lots of difficulty","Female","central malekula",2,87,2
"563","Yes, some difficulty","Female","central malekula",2,88,1
"564","Yes, lots of difficulty","Female","central malekula",2,89,2
"565","No, no difficulty","Female","central malekula",2,90,3
"566","Yes, some difficulty","Female","central malekula",2,92,1
"567","Yes, lots of difficulty","Female","central malekula",2,95,1
"568","Yes, lots of difficulty","Female","central malekula",2,98,3
"569","No, no difficulty","Female","central malekula",2,99,1
"570","Yes, some difficulty","Female","central malekula",2,101,1
"571",NA,"Male","central malekula",2,0,83
"572",NA,"Male","central malekula",2,1,81
"573",NA,"Male","central malekula",2,2,91
"574",NA,"Male","central malekula",2,3,97
"575",NA,"Male","central malekula",2,4,106
"576","No, no difficulty","Male","central malekula",2,5,108
"577","No, no difficulty","Male","central malekula",2,6,96
"578","No, no difficulty","Male","central malekula",2,7,89
"579","No, no difficulty","Male","central malekula",2,8,81
"580","No, no difficulty","Male","central malekula",2,9,89
"581","No, no difficulty","Male","central malekula",2,10,88
"582","No, no difficulty","Male","central malekula",2,11,85
"583","No, no difficulty","Male","central malekula",2,12,64
"584","No, no difficulty","Male","central malekula",2,13,67
"585","No, no difficulty","Male","central malekula",2,14,53
"586","No, no difficulty","Male","central malekula",2,15,61
"587","No, no difficulty","Male","central malekula",2,16,50
"588","No, no difficulty","Male","central malekula",2,17,54
"589","No, no difficulty","Male","central malekula",2,18,57
"590","No, no difficulty","Male","central malekula",2,19,47
"591","No, no difficulty","Male","central malekula",2,20,44
"592","No, no difficulty","Male","central malekula",2,21,48
"593","No, no difficulty","Male","central malekula",2,22,45
"594","No, no difficulty","Male","central malekula",2,23,44
"595","No, no difficulty","Male","central malekula",2,24,40
"596","No, no difficulty","Male","central malekula",2,25,46
"597","No, no difficulty","Male","central malekula",2,26,38
"598","No, no difficulty","Male","central malekula",2,27,49
"599","No, no difficulty","Male","central malekula",2,28,55
"600","No, no difficulty","Male","central malekula",2,29,48
"601","No, no difficulty","Male","central malekula",2,30,40
"602","No, no difficulty","Male","central malekula",2,31,54
"603","No, no difficulty","Male","central malekula",2,32,42
"604","No, no difficulty","Male","central malekula",2,33,37
"605","No, no difficulty","Male","central malekula",2,34,44
"606","No, no difficulty","Male","central malekula",2,35,46
"607","No, no difficulty","Male","central malekula",2,36,40
"608","No, no difficulty","Male","central malekula",2,37,59
"609","No, no difficulty","Male","central malekula",2,38,39
"610","No, no difficulty","Male","central malekula",2,39,32
"611","No, no difficulty","Male","central malekula",2,40,26
"612","No, no difficulty","Male","central malekula",2,41,28
"613","No, no difficulty","Male","central malekula",2,42,23
"614","No, no difficulty","Male","central malekula",2,43,29
"615","No, no difficulty","Male","central malekula",2,44,36
"616","Yes, some difficulty","Male","central malekula",2,45,41
"617","No, no difficulty","Male","central malekula",2,46,37
"618","No, no difficulty","Male","central malekula",2,47,37
"619","Yes, some difficulty","Male","central malekula",2,48,40
"620","No, no difficulty","Male","central malekula",2,49,19
"621","Yes, some difficulty","Male","central malekula",2,50,24
"622","No, no difficulty","Male","central malekula",2,51,36
"623","No, no difficulty","Male","central malekula",2,52,32
"624","No, no difficulty","Male","central malekula",2,53,25
"625","No, no difficulty","Male","central malekula",2,54,27
"626","Yes, some difficulty","Male","central malekula",2,55,28
"627","Yes, some difficulty","Male","central malekula",2,56,19
"628","Yes, some difficulty","Male","central malekula",2,57,18
"629","No, no difficulty","Male","central malekula",2,58,25
"630","No, no difficulty","Male","central malekula",2,59,20
"631","Yes, some difficulty","Male","central malekula",2,60,11
"632","No, no difficulty","Male","central malekula",2,61,18
"633","Yes, some difficulty","Male","central malekula",2,62,20
"634","No, no difficulty","Male","central malekula",2,63,17
"635","No, no difficulty","Male","central malekula",2,64,8
"636","Yes, some difficulty","Male","central malekula",2,65,18
"637","No, no difficulty","Male","central malekula",2,66,7
"638","Yes, some difficulty","Male","central malekula",2,67,13
"639","No, no difficulty","Male","central malekula",2,68,13
"640","Yes, some difficulty","Male","central malekula",2,69,7
"641","No, no difficulty","Male","central malekula",2,70,7
"642","No, no difficulty","Male","central malekula",2,71,12
"643","No, no difficulty","Male","central malekula",2,72,9
"644","Yes, some difficulty","Male","central malekula",2,73,11
"645","No, no difficulty","Male","central malekula",2,74,4
"646","No, no difficulty","Male","central malekula",2,75,10
"647","Yes, some difficulty","Male","central malekula",2,76,7
"648","Yes, some difficulty","Male","central malekula",2,77,3
"649","Yes, lots of difficulty","Male","central malekula",2,78,15
"650","No, no difficulty","Male","central malekula",2,79,2
"651","Yes, some difficulty","Male","central malekula",2,80,1
"652","No, no difficulty","Male","central malekula",2,81,4
"653","Yes, lots of difficulty","Male","central malekula",2,82,2
"654","Yes, some difficulty","Male","central malekula",2,83,5
"655","No, no difficulty","Male","central malekula",2,84,2
"656","Cannot do at all","Male","central malekula",2,85,3
"657","No, no difficulty","Male","central malekula",2,86,2
"658","Yes, some difficulty","Male","central malekula",2,87,3
"659","Yes, some difficulty","Male","central malekula",2,88,2
"660","No, no difficulty","Male","central malekula",2,90,3
"661","Yes, some difficulty","Male","central malekula",2,92,2
"662","Yes, some difficulty","Male","central malekula",2,93,1
"663","Yes, some difficulty","Male","central malekula",2,94,1
"664","Yes, some difficulty","Male","central malekula",2,95,1
"665","Yes, some difficulty","Male","central malekula",2,97,1
"666","Yes, lots of difficulty","Male","central malekula",2,98,1
"667","No, no difficulty","Male","central malekula",2,99,2
"668","Yes, lots of difficulty","Male","central malekula",2,103,1
"669","Cannot do at all","Male","central malekula",2,130,1
"670",NA,"Female","central pentecost 1",2,0,66
"671",NA,"Female","central pentecost 1",2,1,72
"672",NA,"Female","central pentecost 1",2,2,70
"673",NA,"Female","central pentecost 1",2,3,68
"674",NA,"Female","central pentecost 1",2,4,51
"675","No, no difficulty","Female","central pentecost 1",2,5,39
"676","No, no difficulty","Female","central pentecost 1",2,6,51
"677","No, no difficulty","Female","central pentecost 1",2,7,43
"678","No, no difficulty","Female","central pentecost 1",2,8,36
"679","No, no difficulty","Female","central pentecost 1",2,9,40
"680","No, no difficulty","Female","central pentecost 1",2,10,49
"681","No, no difficulty","Female","central pentecost 1",2,11,61
"682","No, no difficulty","Female","central pentecost 1",2,12,40
"683","No, no difficulty","Female","central pentecost 1",2,13,38
"684","No, no difficulty","Female","central pentecost 1",2,14,37
"685","No, no difficulty","Female","central pentecost 1",2,15,44
"686","No, no difficulty","Female","central pentecost 1",2,16,51
"687","No, no difficulty","Female","central pentecost 1",2,17,33
"688","No, no difficulty","Female","central pentecost 1",2,18,32
"689","No, no difficulty","Female","central pentecost 1",2,19,36
"690","No, no difficulty","Female","central pentecost 1",2,20,41
"691","No, no difficulty","Female","central pentecost 1",2,21,35
"692","No, no difficulty","Female","central pentecost 1",2,22,36
"693","No, no difficulty","Female","central pentecost 1",2,23,24
"694","No, no difficulty","Female","central pentecost 1",2,24,37
"695","No, no difficulty","Female","central pentecost 1",2,25,27
"696","No, no difficulty","Female","central pentecost 1",2,26,21
"697","No, no difficulty","Female","central pentecost 1",2,27,26
"698","No, no difficulty","Female","central pentecost 1",2,28,27
"699","No, no difficulty","Female","central pentecost 1",2,29,17
"700","No, no difficulty","Female","central pentecost 1",2,30,24
"701","No, no difficulty","Female","central pentecost 1",2,31,15
"702","No, no difficulty","Female","central pentecost 1",2,32,29
"703","No, no difficulty","Female","central pentecost 1",2,33,21
"704","No, no difficulty","Female","central pentecost 1",2,34,22
"705","No, no difficulty","Female","central pentecost 1",2,35,28
"706","Yes, some difficulty","Female","central pentecost 1",2,36,27
"707","No, no difficulty","Female","central pentecost 1",2,37,15
"708","No, no difficulty","Female","central pentecost 1",2,38,19
"709","No, no difficulty","Female","central pentecost 1",2,39,23
"710","No, no difficulty","Female","central pentecost 1",2,40,23
"711","No, no difficulty","Female","central pentecost 1",2,41,14
"712","No, no difficulty","Female","central pentecost 1",2,42,11
"713","No, no difficulty","Female","central pentecost 1",2,43,19
"714","No, no difficulty","Female","central pentecost 1",2,44,15
"715","No, no difficulty","Female","central pentecost 1",2,45,21
"716","No, no difficulty","Female","central pentecost 1",2,46,18
"717","Yes, lots of difficulty","Female","central pentecost 1",2,47,12
"718","No, no difficulty","Female","central pentecost 1",2,48,18
"719","No, no difficulty","Female","central pentecost 1",2,49,10
"720","Yes, some difficulty","Female","central pentecost 1",2,50,15
"721","Yes, some difficulty","Female","central pentecost 1",2,51,12
"722","Yes, some difficulty","Female","central pentecost 1",2,52,11
"723","Yes, some difficulty","Female","central pentecost 1",2,53,10
"724","No, no difficulty","Female","central pentecost 1",2,54,14
"725","Yes, lots of difficulty","Female","central pentecost 1",2,55,8
"726","Yes, some difficulty","Female","central pentecost 1",2,56,16
"727","No, no difficulty","Female","central pentecost 1",2,57,10
"728","No, no difficulty","Female","central pentecost 1",2,58,10
"729","Yes, some difficulty","Female","central pentecost 1",2,59,11
"730","No, no difficulty","Female","central pentecost 1",2,60,7
"731","Yes, lots of difficulty","Female","central pentecost 1",2,61,9
"732","Yes, lots of difficulty","Female","central pentecost 1",2,62,6
"733","Yes, some difficulty","Female","central pentecost 1",2,63,5
"734","Yes, some difficulty","Female","central pentecost 1",2,64,7
"735","Yes, some difficulty","Female","central pentecost 1",2,65,7
"736","No, no difficulty","Female","central pentecost 1",2,66,13
"737","No, no difficulty","Female","central pentecost 1",2,67,4
"738","Yes, some difficulty","Female","central pentecost 1",2,68,7
"739","Yes, lots of difficulty","Female","central pentecost 1",2,69,5
"740","Yes, some difficulty","Female","central pentecost 1",2,70,7
"741","No, no difficulty","Female","central pentecost 1",2,71,5
"742","Yes, some difficulty","Female","central pentecost 1",2,72,5
"743","Yes, some difficulty","Female","central pentecost 1",2,73,1
"744","Yes, lots of difficulty","Female","central pentecost 1",2,74,2
"745","Yes, some difficulty","Female","central pentecost 1",2,75,10
"746","Yes, some difficulty","Female","central pentecost 1",2,76,2
"747","Yes, some difficulty","Female","central pentecost 1",2,77,1
"748","Yes, some difficulty","Female","central pentecost 1",2,78,4
"749","No, no difficulty","Female","central pentecost 1",2,79,2
"750","Yes, lots of difficulty","Female","central pentecost 1",2,80,6
"751","Yes, lots of difficulty","Female","central pentecost 1",2,81,3
"752","No, no difficulty","Female","central pentecost 1",2,82,1
"753","Yes, some difficulty","Female","central pentecost 1",2,83,1
"754","Yes, some difficulty","Female","central pentecost 1",2,88,1
"755","No, no difficulty","Female","central pentecost 1",2,90,2
"756","Yes, lots of difficulty","Female","central pentecost 1",2,92,1
"757","Yes, lots of difficulty","Female","central pentecost 1",2,93,1
"758","Yes, lots of difficulty","Female","central pentecost 1",2,97,2
"759","Yes, some difficulty","Female","central pentecost 1",2,98,1
"760","Yes, lots of difficulty","Female","central pentecost 1",2,100,1
"761",NA,"Male","central pentecost 1",2,0,63
"762",NA,"Male","central pentecost 1",2,1,54
"763",NA,"Male","central pentecost 1",2,2,51
"764",NA,"Male","central pentecost 1",2,3,35
"765",NA,"Male","central pentecost 1",2,4,65
"766","No, no difficulty","Male","central pentecost 1",2,5,45
"767","No, no difficulty","Male","central pentecost 1",2,6,47
"768","No, no difficulty","Male","central pentecost 1",2,7,47
"769","No, no difficulty","Male","central pentecost 1",2,8,55
"770","No, no difficulty","Male","central pentecost 1",2,9,50
"771","No, no difficulty","Male","central pentecost 1",2,10,63
"772","No, no difficulty","Male","central pentecost 1",2,11,53
"773","No, no difficulty","Male","central pentecost 1",2,12,37
"774","No, no difficulty","Male","central pentecost 1",2,13,42
"775","No, no difficulty","Male","central pentecost 1",2,14,38
"776","No, no difficulty","Male","central pentecost 1",2,15,56
"777","No, no difficulty","Male","central pentecost 1",2,16,50
"778","No, no difficulty","Male","central pentecost 1",2,17,36
"779","No, no difficulty","Male","central pentecost 1",2,18,34
"780","No, no difficulty","Male","central pentecost 1",2,19,33
"781","No, no difficulty","Male","central pentecost 1",2,20,43
"782","No, no difficulty","Male","central pentecost 1",2,21,32
"783","No, no difficulty","Male","central pentecost 1",2,22,37
"784","No, no difficulty","Male","central pentecost 1",2,23,22
"785","No, no difficulty","Male","central pentecost 1",2,24,38
"786","No, no difficulty","Male","central pentecost 1",2,25,23
"787","No, no difficulty","Male","central pentecost 1",2,26,22
"788","No, no difficulty","Male","central pentecost 1",2,27,28
"789","No, no difficulty","Male","central pentecost 1",2,28,29
"790","No, no difficulty","Male","central pentecost 1",2,29,23
"791","No, no difficulty","Male","central pentecost 1",2,30,23
"792","No, no difficulty","Male","central pentecost 1",2,31,22
"793","No, no difficulty","Male","central pentecost 1",2,32,16
"794","No, no difficulty","Male","central pentecost 1",2,33,28
"795","No, no difficulty","Male","central pentecost 1",2,34,25
